year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
1957,at,Austria,Bob Martin,"Wohin, Kleines Pony",,5,,10,,,,,,,,Kurt Svab,Hans Werner;Kurt Svab,"Wohin, kleines Pony, woll'n wir reiten?\nWohin soll mein Lied uns heut' begleiten?\nZu deinen Herden, den kleinen Pferden?\nDort sind die Täler unendlich weit\n\nWohin, kleines Pony, woll'n wir reiten?\nWohin soll mein Lied uns heut' begleiten?\nZur grünen Weide, dort in der Heide\nWo ich einst küßte, zur Rosenzeit\n\nHeut' ist ein Tag nur für uns zwei\nUnd du und ich sind sorgenfrei\nWer sieht die Welt denn noch so schön\nSo wunderschön wie wir sie seh'n?\n\nWohin, kleines Pony, woll'n wir reiten?\nMein Lied wird uns beide treu begleiten\nUnd durch die Felder, die weiten Felder\nKlingt 's dann im Wind, wie glücklich wir sind\n\nHeut' ist ein Tag nur für uns zwei\nUnd du und ich sind sorgenfrei\nWer sieht die Welt denn noch so schön\nSo wunderschön wie wir sie seh'n?\n\nWohin, kleines Pony, woll'n wir reiten?\nMein Lied wird uns beide treu begleiten\nUnd durch die Felder, die weiten Felder\nKlingt für uns zwei, mein herippihei",https://youtube.com/watch?v=5mETWk_nB1Q
1958,fr,France,André Claveau,Dors Mon Amour,,3,,1,,,,,,,,Pierre Delanoë,Hubert Giraud,"Dors, mon amour\nLe soleil est encore loin du jour\nNous avons pour aimer tout le temps\nEt la nuit nous comprend\n\nDors, mon amour\nProtégée par mes bras qui entourent\nTon sommeil d'un rideau de bonheur\nDors au creux de mon cœur\n\nJe suis un roi qui tient tout son royaume en ses doigts\nEt qui tremble de voir s'écrouler ce royaume enchanté\n\nDors, mon amour\nMa princesse enfermée dans sa tour\nAvec tous les refrains de la nuit\nMa princesse endormie\n\nJe suis ton âme pas à pas sur son chemin de joie\nEt je m'amuse à me pencher sur ton sommeil étoilé\n\nDors, mon amour\nLe soleil est encore loin du jour\nNous avons pour aimer tout le temps\nEt la nuit nous comprend\n\nDors, mon amour\nProtégée par mes bras qui entourent\nTon sommeil d'un rideau de bonheur\nDors au creux de mon cœur\n\nJ'entends la voix de ta vie qui bat tout près de moi\nEt je sens comme un souffle très doux qui caresse ma joue\n\nDors, mon amour\nMa princesse endormie dans sa tour\nJ'aperçois le sourire du matin\nVoici le soleil de demain\nLe grand soleil de l'amour éternel",https://youtube.com/watch?v=H2CQBXmgBmM
1958,ch,Switzerland,Lys Assia,Giorgio,,10,,2,,,,,,,,Paul Burkhard,Fridolin Tschudi,"Oh Giorgio, Giorgio\nOh Giorgio vom Lago Maggiore\nGiorgio, ein Weekend mit dir in Ascona\nIn Ascona am Lago Maggiore\nMit Chianti, Chianti, Chianti, Chianti, Chianti\nEin Weekend mit dir\nUnd Risotto, Risotto, Risotto, Risotto, Risotto, Risotto, Risotto\nOh Giorgio, ein Weekend mit dir in Ascona\nIn Ascona am Lago Maggiore\nCon amore, molto amore\nOh Giorgio, Giorgio\n\nUn ristorante alla piazza\n""Cameriere!""\n""Signore, Signorina, per favore, un espresso?""\n""No - vino!""\n\nOh Giorgio, Giorgio\nOh Giorgio vom Lago Maggiore\nGiorgio, ein Weekend mit dir in Ascona\nIn Ascona am Lago Maggiore\nMit Chianti, Chianti, Chianti, Chianti, Chianti\nEin Weekend mit dir\nUnd Polenta, Polenta, Polenta, Polenta, Polenta, Polenta, Polenta\nOh Giorgio, ein Weekend mit dir in Ascona\nIn Ascona am Lago Maggiore\nCon amore, tanto amore\nOh Giorgio, Giorgio\n\nUna notte sulla luna\nUna barca - il lago, le montagne e le palme\nGiardini, fiori, mimose\n\nOh Giorgio, Giorgio\nVom Lago Maggiore in Ascona\nIn Ascona am Lago Maggiore\nLa la la la la la la la la la...\n\nMio caro! Mia cara!\nAddio! Arrivederci mia bella, bella bionda!\nAddio, ciao Giorgio\n\nOh Giorgio, Giorgio\nLa la la la la la la la la la la la...\nLa la la la la la la la la la...\nOh Giorgio, Giorgio",https://youtube.com/watch?v=gGsalvX8K4c
1958,it,Italy,Domenico Modugno,Nel Blu Dipinto Di Blu,,1,,3,,,,,,,,Domenico Modugno,Domenico Modugno;Franco Migliacci,"Penso che un sogno così non ritorni mai più\nMi dipingevo le mani e la faccia di blu\nPoi d'improvviso venivo dal vento rapito\nE incominciavo a volare nel cielo infinito\n\nVolare, oh oh...\nCantare, ohohoho...\nNel blu dipinto di blu\nFelice di stare lassù\n\nE volavo, volavo felice\nPiù in alto del sole ed ancora più su\nMentre il mondo pian piano spariva, lontano laggiù\nUna musica dolce suonava soltanto per me\n\nVolare, oh oh...\nCantare, ohohoho...\nNel blu dipinto di blu\nFelice di stare lassù\n\nMa tutti i sogni nell'alba svaniscono perché\nQuando tramonta, la luna li porta con sé\nMa io continuo a sognare negli occhi tuoi belli\nChe sono blu come un cielo trapunto di stelle\n\nVolare, oh oh...\nCantare, ohohoho...\nNel blu degli occhi tuoi blu\nFelice di stare quaggiù\n\nE continuo a volare felice\nPiù in alto del sole ed ancora più su\nMentre il mondo pian piano scompare negli occhi tuoi blu\nLa tua voce è una musica dolce che suona per me\n\nVolare, oh oh...\nCantare, ohohoho...\nNel blu degli occhi tuoi blu\nFelice di stare quaggiù\n\nNel blu degli occhi tuoi blu\nFelice di stare quaggiù con te",https://youtube.com/watch?v=6DTo5aVLq5E
1958,se,Sweden,Alice Babs,Lilla Stjärna,,5,,4,,,,,,,,Åke Gerhard,Gunnar Wersén,"La la la la la la la la la... la la la la la la la la la...\nLa la la la la la la la la... la la la la la la la la la...\n\nNatt över land och stad, sovande hus\nRutor som blänker av stjärnornas ljus\nFlicka i fönstret står, ser mot det blå\nÄr bara femton år, tänker ändå\n\nLilla stjärna i det höga, svara mig, svara mig\nKommer han som jag ska få så kär?\nJa, du vet nog vem han är\n\nFår jag läsa i hans öga, samma svar, samma svar\nSom jag tycker att du blinkar nu\nLilla stjärna, du?\n\nKommer han? Kommer han?\nJa, du vet nog vem han är\n\nFår jag läsa i hans öga, samma svar, samma svar\nSom jag tycker att du blinkar nu\nLilla stjärna, du?",https://youtube.com/watch?v=f5DNvsB94uI
1958,be,Belgium,Fud Leclerc,Ma Petite Chatte,,7,,5,,,,,,,,André Dohet,André Dohet,"J'étais dans un jour de cafard\nÇa peut vous arriver demain\nJ'allais dans les rues au hasard\nSans but et ne pensant à rien\n\nQuand j'ai l'aperçu, elle s'avançait vers moi\nC'est à n'pas y croire, mais voilà\n\nElle avait tous les atouts dans son jeu\nEt du chic jusqu'au bout des doigts\nDes arguments, en veux-tu, en voilà\nQui m'mettaient dans tous mes états\n\nElle avait un drôle de p'tit air\nDe ne pas en avoir l'air\nElle me souriait, sûre de son p'tit effet\n\nJe ne croyais pas qu'il pouvait y avoir\nSur la terre des joujoux comme ça\nC'était un rêve de voir cette petite chatte-là\nPas plus haute que ça\n\nAvec des yeux frippons\nComme on le dit dans les chansons\nEt tout ce qu'il faut pour plaire aux garçons\n\nEt ce fut un roman d'amour\nUne histoire qui finit bien\nEt comme cela se fait toujours\nJe l'ai épousée un beau matin\n\nEt le soir venu, je n'ose pas y penser\nC'est à n'pas y croire, mais sachez\n\nElle avait tous les atouts dans son jeu\nEt du chic jusqu'au bout des doigts\nEn moins de temps qu'il ne faut pour le dire\nElle me mit dans tous mes états\n\nElle avait un drôle de p'tit air\nDe ne pas en avoir l'air\nElle me souriait sûre de son p'tit effet\n\nJe ne croyais pas qu'il pouvait y avoir\nSur la terre des joujoux comme ça\nC'était un rêve de voir cette petite chatte-là\nBlottie dans mes bras\n\nAves des yeux fripons\nComme on le dit dans les chansons\nEt tout ce qu'il faut pour plaire aux garçons\nEt tout ce qui peut vous faire perdre la raison\nEt tout ce qu'on n'peut pas dire en chansons",https://youtube.com/watch?v=i-k1TjSHSjU
1958,at,Austria,Liane Augustin,Die Ganze Welt Braucht Liebe,,9,,5,,,,,,,,Günther Leopold;Kurt Werner,Günther Leopold;Kurt Werner,"Die ganze Welt braucht Liebe\nWer ist schon gern allein?\nEin kleines bißchen Liebe\nSoll's bei mir anders sein?\n\nIm großen Weltgetriebe\nHat selbst der kleinste Stein\nEin kleines zweites Steinchen\nSoll's bei mir anders sein?\nNein\n\nAuch mein Herz hat Sehnsucht\nUnd braucht ein zweites Herz\nDas mich zu versteh'n sucht\nIn Freuden, doch auch im Schmerz\n\nDie Welt wär' kalt und trübe\nKüßt' sie kein Sonnenschein\nUnd jedes Herz braucht Liebe\nSoll's bei mir anders sein?\nNein, 's kann gar nicht anders sein\n\nDie Wange will umschmeichelt sein\nDer Mund braucht Zärtlichkeit\nDie Hand, sie will gestreichelt sein\nSo ist es heut' und alle Zeit:\nDie ganze Welt braucht Liebe\n\nAuch mein Herz hat Sehnsucht\nUnd braucht ein zweites Herz\nDas mich zu versteh'n sucht\nIn Freuden, doch auch im Schmerz\n\nDie Welt wär' kalt und trübe\nKüßt' sie kein Sonnenschein\nUnd jedes Herz braucht Liebe\nSoll's bei mir anders sein?\nNein, 's kann gar nicht anders sein",https://youtube.com/watch?v=rXnNYa01hYg
1958,de,Germany,Margot Hielscher,Für Zwei Groschen Musik,,8,,7,,,,,,,,Friedrich Meyer,Fred Rauch;Walter Brandin,"Man wählte die Miss Germany, Miss Frankreich und Miss Italy\nEs gibt sogar Miss Mode und Miss Bein\nDoch weil Musik ein jeder liebt\nUnd es Miss Jukebox noch nicht gibt\nMöcht ich so gerne mal Miss Jukebox sein\n\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd der Alltag versinkt, wenn froh Musik erklingt\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt\n\nWollt ihr leise Musik?\nWollt ihr heisse Musik?\nOder findet ihr Moll einfach wundervoll?\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt\n\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd der Alltag versinkt, wenn froh Musik erklingt\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt\n\nDarf es Dixieland sein\nOder Lieder vom Rhein?\nOder liebt irgendwer Verdis Opern mehr?\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt\n\nFür zwei Groschen Musik, für zwei Groschen Musik\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt\n\nHier der Mann am Klavier\nHier der Marsch, so sind wir\nHier der Förster, der singt, wenn die Heimatglocke klingt\nFür zwei Groschen Musik, für zwei Groschen Musik\nUnd für so wenig Geld gehört euch eine Welt",https://youtube.com/watch?v=cwGVd7Cj1sw
1958,dk,Denmark,Raquel Rastenni,Jeg Rev Et Blad Ud Af Min Dagbog,,6,,8,,,,,,,,Harry Jensen;Sven Ulrik,Harry Jensen;Sven Ulrik,"Dengang du gik i vrede, så fortrød jeg\nFejlen var min - fornuften, tja... den snød mig\nDet, vi havde sammen, var smukt og stort\nVed du, hvad jeg nu i dag har gjort?\n\nJeg rev et blad ud af min dagbog\nHvert lille ord har jeg fortrudt, du kære\nHvad nytter det, at jeg er bagklog\nHvis du syn's, alt skal være slut?\n\nPrøv på at tilgi' mig, om også det er svært\nSå vil jeg love dig, det aldrig hænder mere\n\nJeg rev et blad ud af min dagbog\nGør du li'sådan, min ven\n\nHader du mig, forsåvidt er der grund nok\nMin jalousi, der var jeg mer' end ond nok\nPrøv dog på at tilgi', at jeg var slem\nOg hvis du er stor nok, ja, så glem\n\nJeg rev et blad ud af min dagbog\nHvert lille ord har jeg fortrudt, du kære\nHvad nytter det, at jeg er bagklog\nHvis du syn's, alt skal være slut?\n\nPrøv på at tilgi' mig, om også det er svært\nSå vil jeg love dig, det aldrig hænder mere\n\nJeg rev et blad ud af min dagbog\nGør du li'sådan, min ven\nGør du li'sådan, min ven",https://youtube.com/watch?v=IGMLrLgVmR0
1958,nl,Netherlands,Corry Brokken,Heel De Wereld,,2,,9,,,,,,,,Benny Vreden,Benny Vreden,Heel de wereld moet ik m'n geheim vertellen\nOmdat ik gelukkig ben\nHeel de wereld gaat voor mij nu dubbel tellen\nOmdat ik 't geluk nu ken\n\nMaar heeft deze wereld het niet te druk?\nWie heeft er nog tijd voor geluk?\nToch wil ik juichen want\nHeel de wereld moet ik m'n geheim vertellen\nOmdat ik gelukkig ben\n\nZal ik via kaarten kennis geven?\nZal ik adverteren in de krant?\nHoe ik het vertel is mij om 't even\nMaar het moet door 't land\n\nMaar heeft deze wereld het niet te druk?\nWie heeft er nog tijd voor geluk?\nToch wil ik juichen want\nHeel de wereld moet ik m'n geheim vertellen\nOmdat ik gelukkig ben,https://youtube.com/watch?v=yoiVXVA8fs8
1958,lu,Luxembourg,Solange Berry,Un Grand Amour,,4,,9,,,,,,,,Michel Eric,Monique Laniece;Raymond Roche,"Un grand amour, cela commence\nSans qu'on y pense le plus souvent\nEt l'on écoute une romance\nNée d'un silence bien émouvant\n\nCar vous savez lorsque l'on s'aime\nLes mots eux-mêmes sont de trop\nÀ quoi bon rêver d'un poème?\nL'instant suprême est bien plus beau\n\nDes yeux qui se détournent vite\nEt puis hésitent à revenir\nVers les yeux qui les sollicitent\nEt les invitent à leur sourire\n\nVoilà comment l'amour s'impose\nEt vous propose une folie\nOn ne vit plus l'amour en prose\nOn la transpose en poésie\n\nUn grand amour, hélas, s'achève\nComme un beau rêve dans un soupir\nDe nouveau l'ennui vous assiège\nLa douce trêve vient de finir\n\nQu'importe que la vie soit brève\nEt que sa sève s'épuise un jour\nSi l'amitié prend la relève\nLorsque s'achève un grand amour\n\nSi l'amitié prend la relève\nLorsque s'achève un grand amour",https://youtube.com/watch?v=si14zjMHrhI
1959,nl,Netherlands,Teddy Scholten,Een Beetje,,5,,1,,,,,,,,Dick Schallies,Willy van Hemert,"Ik wou dat je hart een kast was met een deurtje\nEn dat ik kon kijken in het interieurtje\nDan moest je oprecht zijn, goed of slecht, maar echt zijn\nEn dan zei je al gauw, als ik vroeg: ""Ben je trouw?""\n\nEen beetje, verliefd is iedereen wel eens, dat weet je\nJe wilt verstandig zijn, maar dat vergeet je\nZodra je naar wat Amor fluistert, luistert\nDan weet je, dat wordt weer net zoiets als Faust en Greetje\nMet rendez-vous'tjes in een klein cafeetje\nEn slent'ren in de maneschijn\n\nMet rozengeur\nEn kussen bij het afscheid aan de deur\nDe nacht is blauw, je fluistert mond aan mond\nIk zweer je eeuwig trouw\n\nEen beetje, verliefd was je wel meer, meneer, dat weet je\nJe hart kwam wel eens meer op een ideetje\nDat speet je, maar ach weet je, soms vergeet je\nWel een beetje gauw je eedje van trouw\n\nMaar toch ben ik blij dat mijn hart ook geen deur heeft\nWant je weet nooit wat daar in het interieur leeft\nWel wil ik beloven, als we ons verloven\nEn je vraagt: ""Ben je trouw?"", zeg ik nooit tegen jou...\n\nMet rozengeur\nEn kussen bij het afscheid aan de deur\nDe nacht is blauw, je fluistert mond aan mond\nIk zweer je eeuwig trouw\n\nEen beetje, verliefd was je wel meer, meneer, dat weet je\nJe hart kwam wel eens meer op een ideetje\nDat speet je, maar ach weet je, soms vergeet je\nWel een beetje gauw je eedje van trouw",https://youtube.com/watch?v=DG12m8uF8nc
1959,gb,United KingdomUK,Pearl Carr & Teddy Johnson,Sing Little Birdie,,10,,2,,,,,,,,Stan Butcher,Syd Cordell,"Sing, sing, sing, little birdie\nSing, sing, sing it\n\nThere's a bird on a branch\nThere's a branch on a tree\nThere's a tree in the meadow\nAnd that's where I long to be\n\n'Neath that bird on a branch\n'Neath that branch on a tree\n'Neath that tree in the meadow\nWhere you said you love me\n\nSing, little birdie, sing your song\nSing, you'll help our love along\nSing, little birdie up above\nSing a song of love\n\nThere's a bird on a branch\nThere's a branch on a tree\nWhere we carved our initials there\nFor all the world to see\n\n'Neath that bird on a branch\n'Neath that branch on a tree\nWhere we promised our true love\nFor all eternity\n\nSing, little birdie, sing your song\nSing, you'll help our love along\nSing, little birdie up above\nSing a song of love\n\nWhen the years pass on by\nAnd we're wed, you and I\nAnd the bluebirds are singing\nTheir sweet love songs in the sky\n\nWe will dream of that bird\nOn a branch, on a tree\nAnd that tree in the meadow\nWhere you said you love me\n\nSing, little birdie, sing your song\nSing, you'll help our love along\nSing, little birdie up above\nSing a song of love\n\nSing, little birdie, sing your song\nSing, you'll help our love along\nSing, little birdie up above\nSing a song of love",https://youtube.com/watch?v=0m4ADnfu91k
1959,fr,France,Jean Philippe,"Oui, Oui, Oui, Oui",,1,,3,,,,,,,,Hubert Giraud,Pierre Cour,"Oui, oui, oui, oui, oui, oui, oui\nNous ferons le tour du monde\nAvec mon trois mâts joli\nOui, oui, oui, oui, oui, oui\n\nNous n'aurons plus pour amis\nQue la brise vagabonde\nEt le soleil de midi\nOui, oui, oui, oui, oui, oui\n\nVa, mon bateau, va\nDanse ton mât, claque ta voile\nVa, mon bateau, va\nPour elle et moi, vogue là-bas\n\nOui, oui, oui, oui, oui, oui, oui\nChoisis la plus belle escale\nEt je t'offre un paradis\nOui, oui, oui, oui, oui, oui\n\nVeux-tu le ciel de Capri\nOu les palais de Bengale\nOu le soleil d'Hawaii?\nOui, oui, oui, oui, oui, oui\n\nVa, mon bateau, va\nDanse ton mât, claque ta voile\nVa, mon bateau, va\nPour elle et moi, oui, mais voilà\n\nMon bateau est tout petit\nIl dort dans une bouteille\nEt moi, je rêve avec lui\nOui, oui, oui, oui, oui, oui\n\nQuand vient la nuit, nous partons\nDécouvrir mille merveilles\nDont je ne sais pas le nom\nNon, non, non, non, non, non\n\nVa, mon bateau, va\nDanse ton mât, berce mon rêve\nVa, mon bateau, va\nPour elle et moi, vogue là-bas\n\nUn jour mon trois mâts joli\nM'emportera loin d'ici\nDans un merveilleux pays\nOui, oui, oui, oui, oui, oui",https://youtube.com/watch?v=S8muEiL3pyA
1959,ch,Switzerland,Christa Williams,Irgendwoher,,8,,4,,,,,,,,Lothar Löffler,Lothar Löffler,"Fremder Himmel, fremde Sterne, endlos wie die Ewigkeit\nSuch' ich rastlos in der Ferne traurig die Vergangenheit\n\nIrgendwoher, kommt übers Meer eine Liebesmelodie\nSehnsucht und Schmerz erfüllt mein Herz\nUnsre Zeit vergess' ich nie\n\nDu, Märchen vom Glück, bitte komm' doch zurück\nLass' mich nicht einsam sein\nIch wusste ja nicht, dass das Herz mir einst bricht\nWarum bin ich so allein?\n\nIrgendwoher, kommt übers Meer diese Liebesmelodie\nWenn du auch längst nie mehr dran denkst\nDiese Zeit vergess' ich nie\n\nDu, Märchen vom Glück, bitte komm' doch zurück\nLass' mich nicht einsam sein\nIch wusste ja nicht, dass mein Herz mir einst bricht\nWarum bin ich so allein?\n\nIrgendwoher, kommt übers Meer diese Liebesmelodie\nWenn du auch längst, nie mehr dran denkst\nDiese Zeit vergess' ich nie\nDiese Zeit vergess' ich nie",https://youtube.com/watch?v=uAB_OJ8UveU
1959,dk,Denmark,Birthe Wilke,"Uh, Jeg Ville Ønske Jeg Var Dig",,2,,5,,,,,,,,Otto Lington,Carl Andersen,"Elsker man fuldt, elsker man helt\nEr ingen delt natur\nOg man er tro, tro mod amour\nSå vil jeg elskes igen\nLyt derfor til mig, min ven\n\nFor uh... jeg ville ønske, jeg var dig\nUh... hvor skulle jeg dog elske mig\nKlappe min kind og stryge mit hår\nOg skænke mig sol og vår\nTusinde kys og tusinde kæl\nDet undte jeg tit mig selv\nSå uh... jeg ville ønske, jeg var dig\nUh... hvor skulle jeg knuselske mig\nSikke et sus og sikke et liv\nOg sikke et perspektiv\nJa, uh... jeg ville ønske, jeg var dig\n\nDerfor spør' jeg dig: Gik du samme vej\nOg mødte du dig i kyssenes leg\nHvis omvendt du var mig\nNår vi bli'r halvfems, si'r vi: Hvem er hvem's?\nFortryllende du, jeg synger som nu:\nDa du da da dej da du\n\nSå uh... jeg ville ønske, jeg var dig\nUh... men hvis en dag du fri'r til mig\nSå si'r jeg: Du, det gik som det sku'\nSå gifter du dig med mig\nSå uh... det var da godt at du var dig\n\nDerfor spør' jeg dig: Gik du samme vej\nOg mødte du dig i kyssenes leg\nHvis omvendt du var mig\nNår vi bli'r halvfems si'r vi: Hvem er hvem's?\nFortryllende du, jeg synger som nu:\nDa du da da dig da du\n\nSå uh... jeg ville ønske, jeg var dig\nUh... men hvis en dag du fri'r til mig\nSå si'r jeg: Du det gik som det sku'\nSå gifter du dig med mig\nSå uh... det var da godt, at du var dig",https://youtube.com/watch?v=0HkweMhGKG8
